Job Title,Company Name,Location,Required Skills,Responsibilities
Junior Data Scientist/ML Engineer,TMentors,"Cairo, Egypt ",Full timeEntry Level · 0 - 3 Yrs of Exp · Computer Science · Machine Learning · Data Science · Python · Engineering · ETL · Cloud · Information Technology (IT) · SQL · Statistics,"TMentors is looking for a passionate Data Scientist/ML Engineer with a provable proactive interest in Data Engineering and Machine Learning. Successful applicants will consult and support TMentors' clients on their data strategy and ML solutions. || You will be on a joint mission to build modern analytics infrastructure. Ensure that critical business metrics are defined, targets are set, and analytical approaches don't rest in discovery but make their way into production. Some of the technologies we leverage in the analysis are Python, Spark, Hadoop, YARN, Kubernetes, GCP, and Azure. "
IoT Engineer,Icity,"Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Computer Science · Information Technology (IT) · Linux · Electronics · IoT · English · MQTT · Engineering · Computer Engineering · Electrical,"Creating and developing devices, sensors and software || Researching, creating, testing and documenting IoT solutions || Designing, coding and testing features of IoT devices || Design and development of Wi Fi, Zigbee and Z-wave applications || Providing solutions to issues related to the connection of networks and platforms || Developing software that monitors and executes processes || Designing platform solutions that are cloud-compatible and work with IoT applications || Developing software that allows IoT devices to function and connect to other devices "
Senior Odoo Developer,Confidential -,"New Cairo, Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Odoo · Python · Information Technology (IT) · Odoo Modules · Computer Science · GIT · IT/Software Development · Engineering - Telecom/Technology,"Design, Develop and test Odoo modules, projects, products and interfaces (Using Python & JavaScript) || Maintain & customize Odoo addons || Create & customize PDF, Excell & Financial Reports reports || Integrate Odoo with other applications || Setup, maintain & monitor Odoo servers || Odoo data base & Moudles migration. || Manage source control such as “GITLAB”. "
IT Infrastructure Supervisor / Engineer,Confidential -,"Cairo, Egypt ",Full timeManager · 3 - 8 Yrs of Exp · Information Technology (IT) · Infrastructure · Computer Science · Engineering · Computer · Linux · Information Technology · Configuration · Python · Git,"Internet and server maintenance and administration, including but not limited to issue handling, upgrade and regular check up || IT server room environment optimization and daily maintenance || Support new branch or distribution center IT equipment establishment || Build office network, distribution center network and IDC network || Support the intellect sorting system establishment and maintenance || IT user support and IT helpdesk works || Identify the user requirements in terms of IT infrastructure and application program or system, come up with the proposal, and assist in implementation || Follow global and local company policy to avoid and eliminate legal issue, and to make sure the operation is running in compliance with standard of ethics and integrity || Responsible for system and business data backup jobs "
Odoo Developer,Technic,"New Cairo, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Odoo · information technology · Information Technology (IT) · Computer Science · GIT · Design · HTML · XML · Odoo Modules · SQL,"Analyze customer needs, design, and build solutions. || Consistently create quality software that meets specific design and requirements on stated timelines || Designing, developing, Maintaining and testing Odoo modules and interfaces. ||  Engaged in many Odoo full-fledged implementations in different scopes.• Python programming, XML, PostgreSQL are required to understand and work with Odoo. || Solid experience of design principles behind a scalable application, data structure, APIs in Odoo || Fast learning, and have an ability to learn new technologies.• Good technical and database skills "
Senior Software Engineer,THE PLATFORM,"New Cairo, Cairo, Egypt ",Full timeWork from homeManager · 4 - 6 Yrs of Exp · Computer Science · Software Engineering · SQL · NodeJS · ReactJS · Python · Development · Software Development · Computer Engineering · Information Technology (IT),"We are looking for Senior Software Engineer to join our growing AgTech/Precision farming startup. || Manage team of software engineers handling stack of Node JS based backend, and JavaScript/React based Front End , Native android mobile app, Python based artificial intelligence engine and Apache Superset data analytics. || This role will be responsible for orchestrating the whole software development process by assuring alignment , seamless features development and stable software operations. || Transform business requirements into technical requirement and distribute it among team members. || Handle code reviews for code quality assurance || Manage seamless CI/CD for cloud and on-prem based services. || Tackle software scalability challenges like API call load, data storage and offline mobile app mode. || Build code testing processes for front and backend functions. || Support technical team members and guide them to tackle day to day technical challenges. || Manage tasks via JIRA, communicate with team via slack, zoom and loom. || Manage APIs and software documentation. || We work with mix between physical office and online "
Principal Engineer,Confidential -,"Maadi, Cairo, Egypt ",Full timeManager · 10+ Yrs of Exp · Information Technology (IT) · Computer Science · Python · Java · AngularJS · Docker · .NET · AWS · Design · Software Development,"Care about code quality, and know-how to lead by example: from a clean Git history, to well-thought-out unit and integration tests. || You will be mentoring and coaching engineers and guiding their growth within the organization through clear expectations and frequent feedback. || Will be collaborating with Product, Design, and Marketing stakeholders and management team to ensure velocity and execution at a sustainable pace || Will engage in code reviews and help maintain high standards of code quality || Provide technical guidance and facilitate the process of engineering design reviews on migrations towards service-oriented architecture, changes to existing architecture, and making existing systems more scalable || Build a metrics-driven operational culture helping build out our practices for KPI measurement and review as well as for logging, monitoring, alerting, and on-call practices || Make iterative improvements to incident management processes, incident post-mortems, reliability initiatives, and system recovery planning across the organization || Work with security teams and risk managers to meet security, privacy, compliance, reliability and uptime objectives "
Senior Odoo Developer,Archer Solutions,"New Cairo, Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Odoo · Python · Computer Science · Information Technology (IT) · Software Development · Software · Agile · Design · English · OO Concepts,"Study requirments provided by functional team || Design and develop new Odoo modules || Make changes and updates to old modules || Update modules from any version to another || Install Odoo and custom modules on any environment (Odoo SH, Google, Amazon, …) || Handle errors and bugs found in any new or old module || Communicate work progress in daily standup meetings "
SRE & Support Engineer - Cairo,Cegedim,"New Cairo, Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Jira · Saltstack · Jenkins · Linux · Oracle · MongoDB · Bash · Powershell · Python · Groovy,"Cegedim.cloud is a department of the Cegedim group, which provides its customers with Cloud services (virtual machines, load balancing, storage, etc.) managed through a CMP (Cloud Management Platform) and APIs. With datacenters in several continents and a best of breed infrastructure. || Cegedim.cloud seeks to support it in its growth an engineer to monitor and maintain the automation of its infrastructures and systems. Reporting to the SRE manager, he will work in a dynamic, passionate and innovative team of developers and systems engineers specializing in automation. "
Data Analyst,Tamweely,"Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Analysis · Data Analysis · Computer Science · SQL · Tableau · Power BI · Information Technology (IT) · Microsoft Excel · Data Visualization · Python,Collecting and interpreting data. || Analyzing results. || Reporting the results back to the relevant members of the business. || Identifying patterns and trends in data sets. || Working alongside teams within the business or the management team to establish business needs. 
Senior Quality Assurance - Automation Specialist - Software,Rasan,"Nasr City, Cairo, Egypt ",Full timeExperienced · 3 - 4 Yrs of Exp · Quality Control · Quality Assurance · Computer Science · Engineering · Quality · QA · Testing · Agile · Automation · Selenium,"We are looking for QA Automation Engineer to provide automation testing capability to our Websites and Mobile applications using Selenium and Appium. || Your essential responsibilities are to conduct thorough product testing and maintain quality standards in order to ensure the highest quality. || Create and modify automated test scripts based on manual test cases, functional requirements or existing functionality of the system. || Work to understand the business requirements and objectives relative to the desired functionality of products and applications. || Evaluate and test new or modified software to determine that software meets user requirements and established quality standards. "
Senior Software Quality Control Engineer,CreditGO,"Attarin, Alexandria, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Testing · Quality Control · Information Technology (IT) · Computer Science · Software · Engineering · English · Programming · Python · SDLC,"Test Planning / Execution/ Estimations and Change Handling. || Writing test scenarios and executing them. || Testing different aspects of applications. || Creating & managing the Test strategy. Performing user interface, integration, Adhoc, Regression test, smoke testing. || Bug Management and Bug Reporting. || Coordinate with the engineers on Result and Defects Status on a regular basis. || Check consistency across devices, browsers, and operating systems. || Provide inputs on high-level test scenarios, challenges, risks, resources and test estimates, during planning. || Work collaboratively with engineers on estimation and priorities for testing activities "
Coding / Programming Teacher,NASS Academy,"Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Teaching · Education · Python · Java · Coding · Programming · IT · Software · Software Engineering · English,"Specializes in certain types of programming languages such as Python-Java- HTML- SQL. || Background or experience in  teaching and/or education,  preferably within high school classrooms || Strong data analysis skills || Responsible for teaching students about technical topics such as computer systems, servers, network hardware, and workstations. || Develops the curriculum. || Has the ability to integrate a variety of teaching strategies into the classroom. || Understands the needs of adolescent students and serve as a member of a high school team. "
DevOps Engineer - Cairo,Maxycode,"Nasr City, Cairo, Egypt ",Full timeExperienced · 2 - 6 Yrs of Exp · Computer Science · Information Technology (IT) · DevOps · Software Development · Linux · Git · Software · Python · Ansible · PHP,"Maintain site availability and functionality in cooperation with the other Data Portal Team members || Contribute to rolling development projects focused on both new features and site reliability || Maintain and develop monitoring tools to measure the performance of the Data Portal || Work with HPC and Network Engineers to debug workflow issues stemming from HPC storage systems and network issues to Data Portal Service || Resolve user report issues and manage support ticket requests in the helpdesk system || De-escalate, enable, and train a lower 24x7 service tier to perform unassisted service restoration and debugging || Moderate after-hours support through a rotating schedule to maintain sensible service availability || Maintain external and internal documentation for the Data Portal  "
Senior DevOps Engineer,Cegedim,"New Cairo, Cairo, Egypt ",Full timeExperienced · 5 - 10 Yrs of Exp · System Administration · Linux · Network Adminstartion · Engineering · Windows Systems · MongoDB · Oracle · PostgreSQL · Python · API,"Cegedim.cloud is a department of the Cegedim group providing its customers with cloud services (virtual machines, load balancing, storage...) managed through a CMP (Cloud Management Platform) and APIs. || With data centers in several continents and a best of breed infrastructure. || To support its growth; Cegedim.cloud is looking to hire a Dev/Ops administrator to manage, maintain and improve the automation of its infrastructures and systems. || Reporting to the IT Product Manager, successful candidate will work in a dynamic, passionate and innovative team of developers and systems engineers specializing in automation. "
PHP Developer,VA Computing Egypt,"New Cairo, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · PHP · Computer Science · Information Technology (IT) · Software Development · Software · Engineering · HTML5 · jQuery · CSS3 · Software Engineering,"We are looking for an enthusiastic and exceptional PHP Developer. || VA company offers an exceptional opportunity for a highly skilled and experienced to be an integral part of our successful, growing business. You will be responsible for helping us elevate our technology stack to the next level. You will work with a team of developers to ensure all code meets professional standards and business goals, as well as work as effectively independently “self-developed” during sprint sessions. "
ERP Next Developer,WSM Co.,"Sheikh Zayed, Giza, Egypt ",Full timeExperienced · 3+ Yrs of Exp · ERPNext · Erp Next · Next · IT · Computer Science · IT/Software Development · Engineering - Telecom/Technology,Understanding client requirements for ERPNext and suggest possible solutions. || Customizing ERPNext through custom application meeting clients requirements. || Managing updates and upgrades of the ERPNext system for existing projects. || Ensuring a smooth transition for current customizations with upgrades of Frappe and ERP Next. || Building full applications on Frappe framework from scratch as per project requirements. 
Devops Engineer,Qsource,"Garden City, Cairo, Egypt ",Full timeExperienced · 2 - 3 Yrs of Exp · Computer Science · Devops Engineer · Design · DevOps · Information Technology (IT) · Software · Software Development · Troubleshooting · IT/Software Development · Engineering - Telecom/Technology,"Experience in developing software applications and a good knowledge of scripting languages such as Java, Json, JavaScript, Python, PHP, Groovy, and so on. || Docker and Microservice || Experience with managing deployments and integrations using configuration management tools such as Git, Jira, GitLab, SonarQube or Jenkins. || Experience in, an Agile software development environment "
Electrical & Low Current BIM Project Engineer,Pinnacle Real Estate Investments and Development Management,"Maadi, Cairo, Egypt ",Full timeExperienced · 2 - 7 Yrs of Exp · BIM · Electrical Engineering · Low Current · Project · Project Management · AutoCAD · Management · Engineering · Programming · Engineering - Construction/Civil/Architecture,Revit & Navisworks Project Templates development Experience. || Revit Operation experience in Development of IFC-LOD 400 Project Information Models (PIMs). || Navisworks Auditing experience. || Knowledge of International BIM standards (PAS 1192/ISO19650). || Knowledge of CSI Classification Standards. || Experienced in BIM QC-Clash Avoidance & QA- Clash-Detection operations & Procedures. 
Mechanical & HVAC BIM Project Engineer,Pinnacle Real Estate Investments and Development Management,"Maadi, Cairo, Egypt ",Full timeExperienced · 2 - 7 Yrs of Exp · Management · Mechanical Engineering · BIM · HVAC · Programming · Primavera · Project Management · Software · Project · Engineering,Revit & Navisworks Project Templates development Experience. || Revit Operation experience in Development of IFC-LOD 400 Project Information Models (PIMs). || Navisworks Auditing experience. || Knowledge of International BIM standards (PAS 1192/ISO19650). || Knowledge of CSI Classification Standards. || Experienced in BIM QC-Clash Avoidance & QA- Clash-Detection operations & Procedures. 
VAS Support Engineer,Etisalat Misr,"Cairo, Egypt ",Full timeEntry Level · 1 - 2 Yrs of Exp · Engineering · Technical Support · CCNA · Computer Science · Network · Linux · Communications · VAS · IT/Software Development · Engineering - Telecom/Technology,"Administrating, configuring Fault & Performance Management & OSS Servers HW, OS and Platform levels || Generating required reports as SLA, Status, Utilization, Performance, Delay, etc. || Customizing & Developing new fault & performance reports || R&D for any new feature or application required for the target of delivering new service or feature for Enterprise customers || Administration of ALCATEL OSS – Network Analyzer & Huawei NMS || Development for required applications or features to meet customers’ business requirements || Administrating B2B systems like Video Surveillance, DNS Control Panel, TACACS, SMS Gateway & other on  HW, OS and Platform levels || R&D for any new application required for the target of delivering new service or feature for Enterprise customers ex. IOT || Auto-Discovery for network at both access and core layers on daily basis to build technical DB with all details || Integration with NIM, BIS & eWATCH to update automatically by HW inventory installed at customer sites & on access layer || Development for any required modules for automation and integration purposes "
Senior Odoo Developer,Soficopharm,"Nasr City, Cairo, Egypt ",Full timeExperienced · 5 - 7 Yrs of Exp · Software Development · Software Engineering · Information Technology (IT) · HTML · English · Computer Science · jQuery · JavaScript · Programming · XML,"Design, Develop and test Odoo modules, projects, products, and interfaces (Using Python & JavaScript) || Maintain & customize Odoo addons || Create & customize PDF, Excell & Financial Reports reports || Integrate Odoo with other applications || Setup, maintain & monitor Odoo servers || Odoo database & Modules migration. || Manage source control such as “GitLab”. || Concrete understanding of object-oriented design and programming. || Coach clients on how to use Odoo efficiently Required Experience, Skills, and Qualifications || Develop solutions for our clients from many different industries, sectors, and company size "
Senior Backend Engineer,TEMPO,"New Cairo, Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Computer Science · Information Technology (IT) · Back-End · SQL · Agile · Git · Linux · Software Development · AWS · Backend Development,"You will develop robust solutions to manage our data, APIs, live video systems, and other critical back-end features. "
Technical Support Engineer,modern arab communication,"Nasr City, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Engineering · Information Technology (IT) · Computer Science · Agile · Software Development · Technical Support · Software · English · CSS · Software Engineering,"Designing, Developing and testing of Odoo (Open ERP) modules, projects, products and interfaces. || Maintaining existing modules. || Complete and clear documentation for any task / work done. || Test new functions / modifications to existing application modules in accordance with application support. || Configuration, installation and maintenance of server and multi database Odoo / Ubuntu environments. || Keeping different projects / versions under control using SVN or Git. || Other development tasks in systems developed in Python other than Odoo. || There are some tasks of PHP. || Ability to learn new technologies || Dealing with the tasks required in the field of Development. "
Payments Integration Specialist,Confidential -,"Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · payment · Computer Science · Operations · Information Technology (IT) · Java · C# · PHP · Payments · Software Engineering · Computer Engineering,"Works with online merchants and stores to integrate their websites with Opay Egypt – Payment gateway platform.  || Support the integration activities and technical support for payment gateway business. || Support the onboarding activities and configuration of PGW partners as well as business and risk approvals follow ups. || Provides ongoing integration monitoring and technical support to merchants/partners.  || Ensures a high quality of service, troubleshooting merchants technical issues in real-time, in cooperation with their development teams. || Responsible for technical and business communication with partners including banks and other financial institutions.  || Communicates merchant needs to the Opay Egypt product team, to improve people’s experiences with our products. || Provides on-call support deliver impactful results and assistance, through data based root cause analysis. "
Front-End Developer - Angular,CloudInn,"Cairo, Egypt ",Full timeEntry Level · 1 - 5 Yrs of Exp · JavaScript · TypeScript · Angular 4+ · HTML5 · CSS3 · Git · Front-End · Testing · Hybrid App · Ionic,"Our frontend developers need to speak fluent TypeScript, Angular, HTML5, And CSS3 to develop frontend apps for our various modules. || Our stack is comprised of Python, Django, Golang, And Angular. || You'll be mostly responsible for writing Angular front end modules for our Hotels Management System (CloudInn) which is a SaaS based product. || We're a result oriented team so our office hours are flexible, as long as your tasks are done you can spend as much time as you like on R&D and learning new technologies. A part of your time will always be allocated to improving your skills. "
IN Planning System Senior Specialist,Etisalat Misr,"Cairo, Egypt ",Full timeExperienced · 1 - 5 Yrs of Exp · Engineering · Information Technology (IT) · revenue management · IN · IT/Software Development · Engineering - Telecom/Technology,"Responsible for product definition, implementation and optimization on different IN nodes as CCN, SDP, IVR and CCN including tariff structure definition, implementation and optimization. || Act as a second level of support for different products after launch. || Responsible for the operation of products and changes documentation, IVR call flow design, implementation and optimization, Rating and short codes definition, DWS labelling, and issue Change management CR. || Support operations team, and proof of concept of new products. || Examine the Charging System Planning, monitor CS elements and provide statistical reports about their performance and capacity parameters. || MM Responsibilities: develop and implement of new requirements including introduction of new network elements in addition to other team’s requests. || Responsible for products and changes documentation. || Support operations team, and support proof of concept of new products. || Solution Architecture responsibilities; provide innovative solutions for P&S products, and products assessment in timely manner "
Data Engineer,Paymob Solutions,"Maadi, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Computer Science · Information Technology (IT) · Computer Engineering · Engineering · Software · Design · Java · Programming · AWS · Hadoop,"Communicate the data needs of data scientists and other teams and come up with efficient, GDPR compliant ETL processes. || Support other teams by providing guidance on data usage, processing and how they can best leverage the platform || Build scalable data pipelines to ingest data from a variety of data sources (Relational DBs and Data Lakes), identify critical data elements and define data quality rules. || Leverage Spark and Kafka knowledge to design and develop capabilities to improve change data capture and real-time capabilities of the pipeline. || Provide insights on areas of improvements including data governance, best practices, large scale processing || Support the bug fixing and performance analysis and data validation and quality along the data pipeline "
Senior Full Stack Software Developer (Focusing on Ruby on Rails),TMentors,"Maadi, Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Information Technology (IT) · Computer Science · javaScript · CSS3 · HTML5 · BackboneJs · AJAX · REST · JSON · Node.js,"Help build a platform with a Data-centric, Machine Learning focus || Varied tech stack - Node, Ruby, .Net, Python, React, React Native || Maintain and improve TM projects || Get feedback from, and build solutions for, users and customers || Stay up-to-date on emerging technologies || Cairo office, with work from home option "
Software Engineer,SIA,"Maadi, Cairo, Egypt ",Full timeEntry Level · 1 - 2 Yrs of Exp · Startup · Software Development · Information Technology (IT) · Agile · AWS · Azure · DevOps · javaScript · OOP · NoSQL,"Design and develop software services and components || Build reusable code and libraries for future use || Execute full software development lifecycle || Manage and contribute to the product infrastructure || Optimize application for maximum speed and scalability || Design and implement data storage solutions || Implement security and data protection || Develop software verification plans and quality assurance procedures || Document and maintain software functionality || Deploy programs and evaluate user feedback || Develop tools and applications by producing clean, efficient code || Automate tasks through appropriate tools and scripting "
Big Data Engineer,Interact Technology Solutions,"Maadi, Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Microsoft Office · OOP concept · C# · ASP.NET · JavaScript · SQL · Microsoft CRM · SharePoint · MVC · Knockout,"Define the architecture, scope and deliver various Big Data solutions.  ||  Support other teams by providing guidance on data modeling, data usage, processing and how they can best leverage the platform  ||  Build scalable data pipelines to ingest data from a variety of data sources, identify critical data elements and define data quality rules. || Leverage Spark/Hadoop ecosystem knowledge to design and develop capabilities to deliver innovative and improved data solutions.  ||  Provide insights on area of improvements including Data Governance, best practices, large scale processing  ||  Support the bug fixing and performance analysis along the data pipeline "
Senior Software QA Engineer - Web & Desktop,TEMPO,"New Cairo, Cairo, Egypt ",Full timeWork from homeExperienced · 5+ Yrs of Exp · Computer Science · Software Engineering · Software · Agile · Software Testing · Quality · QA · Testing · Git · Information Technology (IT),"Develop test plans and datasets for desktop and web application releases || Maintain ‘Quality First’ mindset, helping to improve quality throughout the development lifecycle || Develop a deep understanding of our customers in order to ensure the delivery of  high quality applications || Follow the best practice processes in the areas of functional, system and regression testing using a combination of manual and automated testing || Design and develop efficient and maintainable test automation tools and frameworks  || Execute tests, report results and open bugs as needed following the Tempo engineering process || Work cross-functionally with multiple internal groups (product, design, software, hardware, and content) "
Junior Site Reliability Engineer (DevOps),TA telecom,"Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · AWS · DevOps · GCP · CD · CI · Jenkins · English · Cloud Services · Git · Engineering,"Measure and optimize system performance in service of providing a top notch customer experience || Keep the customer-facing services available at top performance by maintaining the constant health of the supporting systems. || Develop processes to monitor the availability and provide an overall view of the engineering system health || Maintain, and continuously improve existing infrastructure pipelines and components || Participate in the evolution of Tribal’s technology and processes as we scale rapidly || Champion core security and design principles as the backbone of our engineering "
Senior Serverless/NodeJS Developer,camelCase,"Mohandessin, Giza, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Web Development · Programming · Google Cloud · App Engine · Scalability · TDD · Information Technology (IT) · Computer Science · Software Engineering · Development,camelCase build web applications for international companies. Your role will focus on our applications built on Serverless platform (AWS Lambda) using NodeJS. You will design and build web services supporting a variety of tools. You will work alongside other backend engineers and with frontend engineers. 
Delegated Leader Software QA Engineer - Cairo,TEMPO,"New Cairo, Cairo, Egypt ",Full timeWork from homeManager · 7+ Yrs of Exp · Computer Science · Information Technology (IT) · Software Development · QA · Testing · Software · Software Testing · Quality · Agile · Automation,"Work in a globally distributed team of QA engineers  || Develop test plans, and schedules for desktop and web application releases || Develop a deep understanding of our customers in order to ensure the delivery of  high quality applications || Define, rollout, and enforce best practice processes in the areas of functional, system and regression testing using a combination of manual and automated testing || Design and help develop efficient and maintainable test automation tools and frameworks  || Collect and communicate test progress and quality status to project stakeholders. || Develop and maintain  test results, leaked defects, root cause analysis and identifying areas of improvement || Mentor the quality engineering team in building the scalable test automation and tooling. || Work cross-functionally with multiple internal groups (product, design, software, hardware, and content) "
Security & Network Support Engineer (Tier 2),Concentrix,"6th of October, Giza, Egypt ",Full timeWork from homeExperienced · 4+ Yrs of Exp · English · IT · Troubleshooting · Support Engineer · supporting networking · networking · Web Server administration · Computer Science · Information Technology (IT) · Engineering,"Provide second line phone/email consultation to independently debug complex security/network problems. || Interface with Engineering and assist the customer with testing or troubleshooting. || Reproduce customer issues to verify problems and provide feedback to Engineering and Operations teams || Create entries in our technical support on-line database to accurately document any incident resolution that is not found in our knowledge base. || Assist in developing on-going training programs for the department. || Promote a team environment by assisting and contributing to fellow their employees whenever necessary to enhance the professional development of everyone within the organization. || Ability to mentor other engineers on advanced troubleshooting, debugging and case management skills. || Understand the product direction and customer use-cases and provide input on product & code changes through all points of the product cycle. || Other duties as assigned "
Senior Software Developer (Focusing on .NET),TMentors,"Maadi, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · .Net Core · .Net · Information Technology (IT) · Software Development · Computer Science · .NET · Software Engineering · Node.js · javaScript · English,"Help build a platform with a Data-centric, Machine Learning focus || Maintain and improve TM projects || Get feedback from, and build solutions for, users and customers || Stay up-to-date on emerging technologies || Cairo office, with work from home option "
Payment & Card Specialist,ITS ,"Nasr City, Cairo, Egypt ",Full timeExperienced · 6+ Yrs of Exp · corte · ISO8583 · Oracle · SQL Server · payment simulator · Banking · IT/Software Development,"Handle the in scope applications updates, upgrades and certifications over test environment to ensure that applications are up to date and fully supported – with involvement of Test Environment Management support whenever needed.  || Work closely with technical vendors to gain the required knowledge and the understanding of the applications in domain. || Provide the needed support related to the applications in domain to the dedicated production support team to address production crisis without direct access to production environment. "
Senior Technical Support Engineer,Viavi Solutions,"Maadi, Cairo, Egypt ",Full timeExperienced · 4 - 8 Yrs of Exp · Computer Engineering · Linux · IT · Troubleshooting · Technical Support · Information Technology (IT) · Computer Science · SQL · Installation/Maintenance/Repair · IT/Software Development,"Provide troubleshooting and technical support via phone, web based tools and email || Answer questions from customers, prospective customers and field personnel about the features and capabilities of VIAVI’s VIA product suite. || Advise customers regarding the product's proper use and address specific user issues || Developing customer-facing documentation for our website on an as-needed basis || Communicating customer needs and wishes to our development and engineering staff || Conducting root cause analysis that will lead to effective problem solving || Work closely with other groups including R&D and manufacturing to implement enhancements that improve product reliability and serviceability || Take ownership of customer issues reported and see problems through to resolution || Research, diagnose, troubleshoot and identify solutions to resolve customer issues || Follow standard procedures for proper escalation of unresolved issues to the appropriate internal teams || Provide prompt and accurate feedback to customers || Ensure proper recording and closure of all issues || Prepare accurate and timely reports || Document knowledge in the form of knowledge base tech notes and articles || Delivery of Professional services and customer training "
Market Research Manager - Mobile Phones,IDC,"6th of October, Giza, Egypt ",Full timeManager · 8 - 10 Yrs of Exp · Information Technology (IT) · Market Research · Communication Skills · Research · IT · English · Analysis · mobile phones · telecom · Operations/Management,"Effectively engage with C-level and senior executives at Telcos, e-commerce and other distributors in the channel. || Assume ownership of data and provide reviews for Saudi Arabia and other Middle Eastern markets. || Independently provide effective responses and solutions to client enquiries and ensure client satisfaction. The role will be assigned to key clients direct from Day 1. || Remote management of contacts: Build and maintain a network of vendors, channel partners and other technology industry players in the country and the region including traders and re-exporters.  || Contribute to business development by leveraging existing C-level and senior-level industry relationships. || Conduct primary and secondary research focused in Middle East and Africa for IT devices and technologies including but not limited to: Mobile Phones || Contribute to custom research engagements, including with other teams within IDC.  || Public speaking and periodic public presentations at IDC events and clients  || Ability to work well under pressure and strictly adhere to deadlines || Regularly work with quantitative market sizing and forecast tools || Regularly write insightful reports (including publications and press releases) with ability to draw meaningful conclusions from data. "
Full Stack Developer,TTC Technologies,"Heliopolis, Cairo, Egypt ",Full timeExperienced · 5 - 6 Yrs of Exp · Full Stack · Software Development · Computer Science · Information Technology (IT) · SQL · Software · javaScript · PHP · Angular · React,"We are looking for a Full Stack Developer to produce scalable web applications solutions you’ll be part of a cross-functional team that’s responsible for the full software development life cycle, from conception to deployment. "
Application Developer,Oriental Weavers,"10th of Ramadan City, Sharqia, Egypt ",Full timeEntry Level · 0 - 2 Yrs of Exp · Computer Science · Information Technology (IT) · Software Development · SQL · javaScript · C# · Java · ASP.NET · Computer Engineering · Engineering,Work collaboratively with team to receive and respond to project requests || Research potential programming needs and required programming languages || Provide programming experience to creatively design software || Utilize industry-accepted testing methods troubleshoot flaws || Work with different teams and departments to ensure code quality || Create reports and present development updates to teams and stakeholders || Customize existing code to ensure efficiency and functionality || Accurately document programming and code changes 
Cross Platform Mobile App Developer,Fab-Minds,"Sheraton, Cairo, Egypt ",Full timePart timeEntry Level · 1 - 5 Yrs of Exp · Flutter · Development · Computer Engineering · Software · JSON · Information Technology (IT) · Software Development · Android · Mobile Development · Computer Science,"Fab-Minds is looking for a cross-platform mobile app developer who will be responsible for the full life cycle of Fab-Minds' flag ship mobile App targeting interfacing with 3D printers and shaping the future of smart 3D printing. The role includes and is not limited to the development of new systems as well as extending the functionality and maintaining the operation of currently available apps and code bases. || To be successful in this role, you must be able to engage in the early stages of the mobile app design and be able to cope with a fast-paced work environment. You must also be able to interact and manage the communication with both technical and non-technical peers and senior engineers to achieve the required tasks in a timely manner. "
Senior Full Stack Developer- PHP Laravel,Digital Harbor,"Maadi, Cairo, Egypt ",Full timeExperienced · 5 - 10 Yrs of Exp · Full Stack · Angular · React · Information Technology (IT) · Software Development · Computer Science · javaScript · MySQL · Git · jQuery," Develop and maintain of applications aimed at a range of all mobile phones, tablet, and all desktop browsers. "
QC Engineer,FlairsTech,"Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Testing · Quality Assurance · Quality Control · Automated Testing · SQL · QC · Engineering · Software · API · Integration,"You must be someone with a keen attention to detail, ability to work in a fast-paced environment, and excellent communication skills. || Bachelor’s degree preferred, equivalent experience will be considered  || Minimum 2 years’ experience with quality assurance testing of a complex business system || Experience creating automated testing suites using 3rd party tools like Selenium, Cucumber or other similar tools. || Ability to interpret and discuss technical information with a non-technical audience  || Ability to multi-task and work multiple projects simultaneously  || Demonstrated ability to learn new technology and software quickly. || Very good written and oral communication skills  || Highly self-motivated and directed, with keen attention to detail  || Prior experience working in Agile/Scrum teams preferred  || Experience with Azure DevOps and TFS/GIT preferred || Perform testing, certification and documentation of all interfaces added || Assist level two support technicians with all end user beta testing for interfaces, projects and software releases.  || Analytical and critical thinking; able to see like a customer and develop solutions that meet a need or uncover a new opportunity. || Ability to work in a fast-paced environment, meet deadlines, and thrives working with others  || A thirst for constantly exploring emerging technology.  "
